"Incident UID","Incident Date","Agency","CIBRS Unique Offense ID","CIBRS Offense Description","City","Zip Code","Block Address","Domestic Violence Incident"
"1260219","2021 Dec 11 05:51:46 PM","SAN DIEGO","1260219-35B","Drug Equipment Violations","SAN DIEGO","92122","7400  BLOCK  TOSCANA DRIVE","false"
"1496013","2021 Dec 02 05:17:03 PM","SAN DIEGO","1496013-520","Weapon Law Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1260237","2021 Dec 15 02:35:53 PM","SAN DIEGO","1260237-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1260869","2021 Dec 18 10:03:00 AM","SAN DIEGO","1260869-35B","Drug Equipment Violations","SAN DIEGO","92122","6900  BLOCK  WELLER STREET","false"
"1260237","2021 Dec 15 02:35:53 PM","SAN DIEGO","1260237-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1260258","2021 Dec 20 05:43:49 AM","SAN DIEGO","1260258-35A","Drug/Narcotic Violations","SAN DIEGO","92122","9100  BLOCK  JUDICIAL DRIVE","false"
"1260237","2021 Dec 15 02:35:53 PM","SAN DIEGO","1260237-520","Weapon Law Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"902630","2021 Nov 27 12:10:26 AM","SAN DIEGO","902630-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1260219","2021 Dec 11 05:51:46 PM","SAN DIEGO","1260219-35A","Drug/Narcotic Violations","SAN DIEGO","92122","7400  BLOCK  TOSCANA DRIVE","false"
"1260258","2021 Dec 20 05:43:49 AM","SAN DIEGO","1260258-35B","Drug Equipment Violations","SAN DIEGO","92122","9100  BLOCK  JUDICIAL DRIVE","false"
"1261147","2022 Jan 14 03:07:00 AM","SAN DIEGO","1261147-35B","Drug Equipment Violations","SAN DIEGO","92122","4200  BLOCK  NOBEL DRIVE","false"
"935184","2022 Jan 06 06:10:10 PM","SAN DIEGO","935184-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7400  BLOCK  GIRARD AVENUE","false"
"927405","2021 Dec 28 09:18:00 AM","SAN DIEGO","927405-35A","Drug/Narcotic Violations","SAN DIEGO","92122","5200  BLOCK  FIORE TERRACE","false"
"1261147","2022 Jan 14 03:07:00 AM","SAN DIEGO","1261147-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4200  BLOCK  NOBEL DRIVE","false"
"927405","2021 Dec 28 09:18:00 AM","SAN DIEGO","927405-35B","Drug Equipment Violations","SAN DIEGO","92122","5200  BLOCK  FIORE TERRACE","false"
"981577","2022 Feb 18 01:06:44 PM","SAN DIEGO","981577-520","Weapon Law Violations","SAN DIEGO","92037","9800  BLOCK  GENESEE AVENUE","false"
"954420","2022 Jan 28 09:40:35 PM","SAN DIEGO","954420-35A","Drug/Narcotic Violations","SAN DIEGO","92121","9500  BLOCK  EASTER WAY","false"
"1896393","2022 Feb 20 05:22:28 PM","SAN DIEGO","1896393-520","Weapon Law Violations","SAN DIEGO","92122","4000  BLOCK  PULITZER PLACE","false"
"977015","2022 Feb 19 04:30:14 PM","SAN DIEGO","977015-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7500  BLOCK  DRAPER AVENUE","true"
"969456","2022 Feb 14 05:22:00 PM","SAN DIEGO","969456-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8800  BLOCK  COSTA VERDE BOULEVARD","true"
"1261221","2022 Jan 23 09:30:29 PM","SAN DIEGO","1261221-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"1262032","2022 Feb 19 03:30:00 AM","SAN DIEGO","1262032-35B","Drug Equipment Violations","SAN DIEGO","92122","3600  BLOCK  NOBEL DRIVE","false"
"978256","2022 Feb 15 04:34:00 PM","SAN DIEGO","978256-35A","Drug/Narcotic Violations","SAN DIEGO","92122","7600  BLOCK  REGENTS ROAD","false"
"1896393","2022 Feb 20 05:22:28 PM","SAN DIEGO","1896393-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4000  BLOCK  PULITZER PLACE","false"
"1584918","2022 Feb 04 09:48:00 AM","SAN DIEGO","1584918-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"1202040","2022 Feb 16 02:30:00 PM","ESCONDIDO","1202040-35A","Drug/Narcotic Violations","SAN DIEGO","92121","6000  BLOCK  MIRAMAR ROAD","false"
"960823","2022 Feb 04 10:22:26 PM","SAN DIEGO","960823-35A","Drug/Narcotic Violations","SAN DIEGO","92122","5200  BLOCK  ILLUMINA WAY","false"
"998443","2022 Mar 15 11:30:00 AM","SAN DIEGO","998443-520","Weapon Law Violations","SAN DIEGO","92121","11500  BLOCK  SORRENTO VALLEY ROAD","false"
"1657404","2022 Mar 20 12:12:00 PM","SAN DIEGO","1657404-35A","Drug/Narcotic Violations","SAN DIEGO","92037","300  BLOCK  KOLMAR STREET","false"
"979953","2022 Feb 23 08:40:00 AM","SAN DIEGO","979953-520","Weapon Law Violations","SAN DIEGO","92037","5300  BLOCK  LA JOLLA HERMOSA AVENUE","false"
"979648","2022 Feb 24 02:00:00 AM","SAN DIEGO","979648-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8300  BLOCK  CAMINO DEL ORO","true"
"1006341","2022 Mar 17 01:20:00 PM","SHERIFF","1006341-35A","Drug/Narcotic Violations","SAN DIEGO","92121","MIRA MESA BOULEVARD / SORRENTO VALLEY ROAD","false"
"998443","2022 Mar 15 11:30:00 AM","SAN DIEGO","998443-35A","Drug/Narcotic Violations","SAN DIEGO","92121","11500  BLOCK  SORRENTO VALLEY ROAD","false"
"1262653","2022 Mar 10 01:00:00 PM","SHERIFF","1262653-520","Weapon Law Violations","SAN DIEGO","92037","IVANHOE AVENUE / TORREY PINES ROAD","false"
"1262220","2022 Mar 16 10:58:41 AM","SAN DIEGO","1262220-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1262653","2022 Mar 10 01:00:00 PM","SHERIFF","1262653-35A","Drug/Narcotic Violations","SAN DIEGO","92037","IVANHOE AVENUE / TORREY PINES ROAD","false"
"1496126","2022 Mar 11 07:39:00 PM","SAN DIEGO","1496126-35B","Drug Equipment Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"1262220","2022 Mar 16 10:58:41 AM","SAN DIEGO","1262220-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1005670","2022 Mar 22 03:09:00 AM","SAN DIEGO","1005670-35A","Drug/Narcotic Violations","SAN DIEGO","92037","12500  BLOCK  NORTH TORREY PINES ROAD","false"
"1262653","2022 Mar 10 01:00:00 PM","SHERIFF","1262653-35B","Drug Equipment Violations","SAN DIEGO","92037","IVANHOE AVENUE / TORREY PINES ROAD","false"
"1035258","2022 Apr 22 08:27:00 AM","SAN DIEGO","1035258-35A","Drug/Narcotic Violations","SAN DIEGO","92121","5900  BLOCK  PACIFIC MESA COURT","false"
"1263351","2022 Apr 21 08:30:00 PM","SAN DIEGO","1263351-35B","Drug Equipment Violations","SAN DIEGO","92122","8700  BLOCK  GENESEE AVENUE","false"
"1643396","2022 Apr 20 08:30:00 PM","SAN DIEGO","1643396-40A","Prostitution","SAN DIEGO","92037","5700  BLOCK  LA JOLLA BOULEVARD","false"
"1496241","2022 Apr 02 09:00:00 PM","SAN DIEGO","1496241-35B","Drug Equipment Violations","SAN DIEGO","92121","5900  BLOCK  PACIFIC MESA COURT","false"
"1025556","2022 Apr 10 04:51:00 PM","SAN DIEGO","1025556-520","Weapon Law Violations","SAN DIEGO","92037","500  BLOCK  COAST BOULEVARD","false"
"1015937","2022 Apr 04 01:00:05 PM","SAN DIEGO","1015937-520","Weapon Law Violations","SAN DIEGO","92037","7700  BLOCK  MOONRIDGE PLACE","false"
"1199260","2022 Apr 16 09:30:00 AM","SAN DIEGO","1199260-35A","Drug/Narcotic Violations","SAN DIEGO","92121","MIRA MESA BOULEVARD / OBERLIN DRIVE","false"
"1029123","2022 Mar 29 01:38:58 PM","SAN DIEGO","1029123-370","Pornography/Obscene Material","SAN DIEGO","92121","5700  BLOCK  EASTGATE DRIVE","false"
"1015937","2022 Apr 04 01:00:05 PM","SAN DIEGO","1015937-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7700  BLOCK  MOONRIDGE PLACE","false"
"1015429","2022 Apr 03 11:40:00 PM","SAN DIEGO","1015429-35A","Drug/Narcotic Violations","SAN DIEGO","92121","5700  BLOCK  MIRAMAR ROAD","false"
"1050515","2022 Apr 18 07:25:00 PM","SAN DIEGO","1050515-35A","Drug/Narcotic Violations","SAN DIEGO","92037","11400  BLOCK  NORTH TORREY PINES ROAD","false"
"2004912","2022 Mar 30 10:42:20 PM","SAN DIEGO","2004912-35A","Drug/Narcotic Violations","SAN DIEGO","92037","500  BLOCK  WESTBOURNE STREET","false"
"1263338","2022 Apr 19 09:19:00 PM","SAN DIEGO","1263338-35B","Drug Equipment Violations","SAN DIEGO","92122","7900  BLOCK  CAMINITO DIA","true"
"1496241","2022 Apr 02 09:00:00 PM","SAN DIEGO","1496241-520","Weapon Law Violations","SAN DIEGO","92121","5900  BLOCK  PACIFIC MESA COURT","false"
"1019273","2022 Apr 05 07:08:49 AM","SAN DIEGO","1019273-35A","Drug/Narcotic Violations","SAN DIEGO","92121","5900  BLOCK  PACIFIC MESA COURT","false"
"1263351","2022 Apr 21 08:30:00 PM","SAN DIEGO","1263351-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8700  BLOCK  GENESEE AVENUE","false"
"1017875","2022 Mar 25 09:54:27 AM","SAN DIEGO","1017875-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2004912","2022 Mar 30 10:42:20 PM","SAN DIEGO","2004912-520","Weapon Law Violations","SAN DIEGO","92037","500  BLOCK  WESTBOURNE STREET","false"
"1030917","2022 Apr 18 11:44:38 AM","SAN DIEGO","1030917-520","Weapon Law Violations","SAN DIEGO","92037","8900  BLOCK  GILMAN DRIVE","false"
"1056389","2022 May 08 06:08:00 PM","SAN DIEGO","1056389-35A","Drug/Narcotic Violations","SAN DIEGO","92037","1400  BLOCK  MUIRLANDS DRIVE","false"
"1263455","2022 May 07 08:48:00 PM","SAN DIEGO","1263455-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1056972","2022 May 07 11:00:43 AM","SAN DIEGO","1056972-35A","Drug/Narcotic Violations","SAN DIEGO","92122","5200  BLOCK  RENAISSANCE AVENUE","false"
"1267000","2022 May 04 03:44:00 PM","SAN DIEGO","1267000-35A","Drug/Narcotic Violations","SAN DIEGO","92122","7700  BLOCK  REGENTS ROAD","false"
"1263440","2022 May 05 12:04:33 PM","SAN DIEGO","1263440-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8400  BLOCK  VIA MALLORCA","false"
"1209787","2022 May 05 10:42:00 AM","SAN DIEGO","1209787-35A","Drug/Narcotic Violations","SAN DIEGO","92122","9100  BLOCK  JUDICIAL DRIVE","false"
"1064633","2022 May 06 11:40:00 AM","SAN DIEGO","1064633-35A","Drug/Narcotic Violations","SAN DIEGO","92037","400  BLOCK  COAST BOULEVARD","false"
"1069557","2022 May 18 06:00:16 PM","SAN DIEGO","1069557-35A","Drug/Narcotic Violations","SAN DIEGO","92037","9800  BLOCK  GENESEE AVENUE","false"
"1263371","2022 Apr 26 01:24:08 AM","SAN DIEGO","1263371-35B","Drug Equipment Violations","SAN DIEGO","92037","4200  BLOCK  EXECUTIVE SQUARE","false"
"1063807","2022 May 10 05:49:00 PM","SAN DIEGO","1063807-520","Weapon Law Violations","SAN DIEGO","92122","3800  BLOCK  NOBEL DRIVE","false"
"1263428","2022 May 04 03:08:00 PM","SAN DIEGO","1263428-35A","Drug/Narcotic Violations","SAN DIEGO","92122","7700  BLOCK  REGENTS ROAD","false"
"1064782","2022 May 17 08:00:58 AM","SAN DIEGO","1064782-35A","Drug/Narcotic Violations","SAN DIEGO","92037","HERSCHEL AVENUE / SILVERADO STREET","false"
"1200673","2022 May 16 09:25:00 PM","SAN DIEGO","1200673-35A","Drug/Narcotic Violations","SAN DIEGO","92037","6900  BLOCK  LA JOLLA BOULEVARD","false"
"1585146","2022 May 23 07:50:00 AM","SAN DIEGO","1585146-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"1263428","2022 May 04 03:08:00 PM","SAN DIEGO","1263428-35B","Drug Equipment Violations","SAN DIEGO","92122","7700  BLOCK  REGENTS ROAD","false"
"1055509","2022 May 05 08:20:00 AM","SAN DIEGO","1055509-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4200  BLOCK  NOBEL DRIVE","false"
"1263455","2022 May 07 08:48:00 PM","SAN DIEGO","1263455-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1263371","2022 Apr 26 01:24:08 AM","SAN DIEGO","1263371-35A","Drug/Narcotic Violations","SAN DIEGO","92037","4200  BLOCK  EXECUTIVE SQUARE","false"
"1263440","2022 May 05 12:04:33 PM","SAN DIEGO","1263440-35B","Drug Equipment Violations","SAN DIEGO","92037","8400  BLOCK  VIA MALLORCA","false"
"1505871","2022 May 16 08:55:00 PM","SHERIFF","1505871-35B","Drug Equipment Violations","SAN DIEGO","92121","12700  BLOCK  SORRENTO VALLEY ROAD","false"
"1267000","2022 May 04 03:44:00 PM","SAN DIEGO","1267000-35B","Drug Equipment Violations","SAN DIEGO","92122","7700  BLOCK  REGENTS ROAD","false"
"1054222","2022 Apr 27 12:02:01 AM","SAN DIEGO","1054222-520","Weapon Law Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1036426","2022 Apr 26 06:15:00 PM","SAN DIEGO","1036426-35A","Drug/Narcotic Violations","SAN DIEGO","92037","GLENBROOK WAY / TORREY PINES ROAD","false"
"1264594","2022 Jun 17 11:48:43 AM","SAN DIEGO","1264594-35B","Drug Equipment Violations","SAN DIEGO","92122","8100  BLOCK  REGENTS ROAD","false"
"1879682","2022 Jun 08 09:00:40 AM","SAN DIEGO","1879682-35A","Drug/Narcotic Violations","SAN DIEGO","92121","10500  BLOCK  HEATER COURT","false"
"1879669","2022 Jun 01 01:01:38 PM","SAN DIEGO","1879669-35B","Drug Equipment Violations","SAN DIEGO","92037","7200  BLOCK  DRAPER AVENUE","false"
"1352219","2022 Jun 06 07:48:00 PM","SHERIFF","1352219-35B","Drug Equipment Violations","SAN DIEGO","92037","2800  BLOCK  TORREY PINES ROAD","false"
"1264862","2022 Jun 06 07:37:00 PM","SHERIFF","1264862-35A","Drug/Narcotic Violations","SAN DIEGO","92093","2800  BLOCK  TORREY PINES SCENIC DRIVE","false"
"1352219","2022 Jun 06 07:48:00 PM","SHERIFF","1352219-35A","Drug/Narcotic Violations","SAN DIEGO","92037","2800  BLOCK  TORREY PINES ROAD","false"
"1622442","2022 Jun 11 02:05:00 PM","SAN DIEGO","1622442-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1224633","2022 May 24 06:30:00 PM","SAN DIEGO","1224633-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1264594","2022 Jun 17 11:48:43 AM","SAN DIEGO","1264594-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8100  BLOCK  REGENTS ROAD","false"
"1255384","2022 May 31 01:30:00 AM","SAN DIEGO","1255384-520","Weapon Law Violations","SAN DIEGO","92122","7400  BLOCK  CHARMANT DRIVE","false"
"1264862","2022 Jun 06 07:37:00 PM","SHERIFF","1264862-35B","Drug Equipment Violations","SAN DIEGO","92093","2800  BLOCK  TORREY PINES SCENIC DRIVE","false"
"1215415","2022 Jun 04 02:05:00 AM","SAN DIEGO","1215415-35A","Drug/Narcotic Violations","SAN DIEGO","92121","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1213635","2022 Jun 16 04:33:45 PM","SAN DIEGO","1213635-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8100  BLOCK  REGENTS ROAD","false"
"1237084","2022 Jun 15 05:10:00 PM","SAN DIEGO","1237084-35A","Drug/Narcotic Violations","SAN DIEGO","92121","7000  BLOCK  MIRAMAR ROAD","false"
"1622463","2022 Jul 03 12:03:00 PM","SAN DIEGO","1622463-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1268691","2022 Jul 03 01:13:53 PM","SAN DIEGO","1268691-35B","Drug Equipment Violations","SAN DIEGO","92121","5900  BLOCK  PACIFIC MESA COURT","false"
"2004914","2022 Jul 19 07:55:50 PM","SAN DIEGO","2004914-35B","Drug Equipment Violations","SAN DIEGO","92037","7200  BLOCK  GIRARD AVENUE","false"
"1239487","2022 Jun 29 05:00:35 AM","SAN DIEGO","1239487-35A","Drug/Narcotic Violations","SAN DIEGO","92037","LA JOLLA PARKWAY / LA JOLLA SCENIC DRIVE","false"
"1682169","2022 Jul 14 09:00:00 AM","SHERIFF","1682169-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3700  BLOCK  NOBEL DRIVE","false"
"1236999","2022 Jul 05 10:07:37 PM","SAN DIEGO","1236999-35A","Drug/Narcotic Violations","SAN DIEGO","92121","8700  BLOCK  MIRAMAR PLACE","false"
"1264626","2022 Jun 24 12:23:00 PM","SAN DIEGO","1264626-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4200  BLOCK  LAS PALMAS SQUARE","false"
"1242040","2022 Jul 09 03:29:24 AM","SAN DIEGO","1242040-35A","Drug/Narcotic Violations","SAN DIEGO","92037","5500  BLOCK  SOLEDAD MOUNTAIN ROAD","false"
"1229499","2022 Jun 30 10:50:58 AM","SAN DIEGO","1229499-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4200  BLOCK  DECORO STREET","false"
"1233847","2022 Jul 01 08:15:00 AM","SAN DIEGO","1233847-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8400  BLOCK  LA VEREDA","false"
"1271597","2022 Jul 08 07:00:27 PM","SAN DIEGO","1271597-35A","Drug/Narcotic Violations","SAN DIEGO","92121","8800  BLOCK  LIQUID COURT","false"
"2004914","2022 Jul 19 07:55:50 PM","SAN DIEGO","2004914-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7200  BLOCK  GIRARD AVENUE","false"
"1682169","2022 Jul 14 09:00:00 AM","SHERIFF","1682169-35B","Drug Equipment Violations","SAN DIEGO","92122","3700  BLOCK  NOBEL DRIVE","false"
"1264626","2022 Jun 24 12:23:00 PM","SAN DIEGO","1264626-35B","Drug Equipment Violations","SAN DIEGO","92122","4200  BLOCK  LAS PALMAS SQUARE","false"
"1609330","2022 Jun 26 10:20:00 AM","SAN DIEGO","1609330-520","Weapon Law Violations","SAN DIEGO","92122","8100  BLOCK  REGENTS ROAD","false"
"2004914","2022 Jul 19 07:55:50 PM","SAN DIEGO","2004914-520","Weapon Law Violations","SAN DIEGO","92037","7200  BLOCK  GIRARD AVENUE","false"
"1282488","2022 Jul 08 01:30:57 AM","SAN DIEGO","1282488-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8600  BLOCK  GENESEE AVENUE","false"
"1305365","2022 Jul 12 10:05:14 AM","SAN DIEGO","1305365-35A","Drug/Narcotic Violations","SAN DIEGO","92037","2200  BLOCK  TORREY PINES ROAD","false"
"1268691","2022 Jul 03 01:13:53 PM","SAN DIEGO","1268691-35A","Drug/Narcotic Violations","SAN DIEGO","92121","5900  BLOCK  PACIFIC MESA COURT","false"
"1309284","2022 Jul 29 06:37:30 AM","SAN DIEGO","1309284-35A","Drug/Narcotic Violations","SAN DIEGO","92122","RENAISSANCE AVENUE / TOWNE CENTRE DRIVE","false"
"1309895","2022 Aug 20 12:15:51 PM","SAN DIEGO","1309895-520","Weapon Law Violations","SAN DIEGO","92122","8600  BLOCK  GENESEE AVENUE","false"
"1585208","2022 Aug 12 09:44:42 AM","SAN DIEGO","1585208-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"1283057","2022 Aug 03 10:07:37 PM","SAN DIEGO","1283057-35A","Drug/Narcotic Violations","SAN DIEGO","92037","10600  BLOCK  NORTH TORREY PINES ROAD","false"
"1275114","2022 Jul 27 03:11:54 PM","SAN DIEGO","1275114-35A","Drug/Narcotic Violations","SAN DIEGO","92037","6400  BLOCK  LA JOLLA BOULEVARD","false"
"1275114","2022 Jul 27 03:11:54 PM","SAN DIEGO","1275114-520","Weapon Law Violations","SAN DIEGO","92037","6400  BLOCK  LA JOLLA BOULEVARD","false"
"1277594","2022 Jul 30 02:19:00 AM","SAN DIEGO","1277594-520","Weapon Law Violations","SAN DIEGO","92122","7100  BLOCK  SHORELINE DRIVE","false"
"1330649","2022 Sep 07 06:53:00 AM","SAN DIEGO","1330649-35B","Drug Equipment Violations","SAN DIEGO","92122","3600  BLOCK  GOVERNOR DRIVE","true"
"1317388","2022 Aug 29 08:00:00 PM","SAN DIEGO","1317388-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7700  BLOCK  IVANHOE EAST AVENUE","false"
"1609338","2022 Sep 12 06:58:00 AM","SAN DIEGO","1609338-35A","Drug/Narcotic Violations","SAN DIEGO","92122","7700  BLOCK  REGENTS ROAD","false"
"1326843","2022 Sep 03 02:41:00 PM","SAN DIEGO","1326843-35A","Drug/Narcotic Violations","SAN DIEGO","92122","NOBEL DRIVE / REGENTS ROAD","false"
"1442694","2022 Sep 19 03:03:35 PM","SAN DIEGO","1442694-35A","Drug/Narcotic Violations","SAN DIEGO","92037","3700  BLOCK  MIRAMAR STREET","false"
"1401970","2022 Sep 08 12:40:00 PM","SAN DIEGO","1401970-35A","Drug/Narcotic Violations","SAN DIEGO","92121","7000  BLOCK  MIRAMAR ROAD","false"
"1440087","2022 Sep 13 09:30:00 AM","SAN DIEGO","1440087-35B","Drug Equipment Violations","SAN DIEGO","92037","4100  BLOCK  REGENTS PARK ROW","false"
"1434404","2022 Aug 28 08:00:00 PM","SAN DIEGO","1434404-520","Weapon Law Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1419599","2022 Sep 30 07:59:00 AM","SAN DIEGO","1419599-35A","Drug/Narcotic Violations","SAN DIEGO","92122","LA JOLLA VILLAGE DRIVE / TOWNE CENTRE DRIVE","false"
"1446285","2022 Oct 25 04:00:17 PM","SAN DIEGO","1446285-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8300  BLOCK  CAMINO DEL ORO","false"
"1427219","2022 Oct 07 04:30:00 AM","SAN DIEGO","1427219-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1644349","2022 Oct 05 01:32:00 PM","SHERIFF","1644349-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3900  BLOCK  GOVERNOR DRIVE","false"
"1456563","2022 Oct 11 11:42:25 AM","SHERIFF","1456563-35A","Drug/Narcotic Violations","SAN DIEGO","92122","Interstate NOBEL DRIVE","false"
"1427219","2022 Oct 07 04:30:00 AM","SAN DIEGO","1427219-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1463052","2022 Oct 24 08:11:00 PM","SAN DIEGO","1463052-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8900  BLOCK  TOWNE CENTRE DRIVE","false"
"1459734","2022 Nov 06 07:39:00 PM","SAN DIEGO","1459734-35A","Drug/Narcotic Violations","SAN DIEGO","92037","LA JOLLA VILLAGE SQUARE DRIVEWAY / NOBEL DRIVE","false"
"1473230","2022 Nov 17 05:31:15 PM","SAN DIEGO","1473230-520","Weapon Law Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1450387","2022 Oct 29 05:12:00 PM","SAN DIEGO","1450387-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"1467083","2022 Oct 30 03:30:00 PM","SAN DIEGO","1467083-35B","Drug Equipment Violations","SAN DIEGO","92122","5100  BLOCK  GOVERNOR DRIVE","false"
"1622566","2022 Oct 28 02:30:00 PM","SAN DIEGO","1622566-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"1467082","2022 Oct 30 03:00:44 PM","SAN DIEGO","1467082-35A","Drug/Narcotic Violations","SAN DIEGO","92122","5100  BLOCK  GOVERNOR DRIVE","false"
"1506224","2022 Nov 15 03:32:00 PM","SAN DIEGO","1506224-35A","Drug/Narcotic Violations","SAN DIEGO","92037","3600  BLOCK  VOIGT DRIVE","false"
"1460670","2022 Nov 06 08:20:00 PM","SAN DIEGO","1460670-35A","Drug/Narcotic Violations","SAN DIEGO","92037","1400  BLOCK  NAUTILUS STREET","false"
"1609344","2022 Nov 15 11:05:00 PM","SAN DIEGO","1609344-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1622580","2022 Nov 10 03:50:00 PM","SAN DIEGO","1622580-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1467082","2022 Oct 30 03:00:44 PM","SAN DIEGO","1467082-35B","Drug Equipment Violations","SAN DIEGO","92122","5100  BLOCK  GOVERNOR DRIVE","false"
"1461420","2022 Nov 05 06:00:26 PM","SAN DIEGO","1461420-520","Weapon Law Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1467083","2022 Oct 30 03:30:00 PM","SAN DIEGO","1467083-35A","Drug/Narcotic Violations","SAN DIEGO","92122","5100  BLOCK  GOVERNOR DRIVE","false"
"1472201","2022 Nov 08 01:15:43 AM","SAN DIEGO","1472201-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  DECORO STREET","false"
"1609344","2022 Nov 15 11:05:00 PM","SAN DIEGO","1609344-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1526483","2022 Dec 25 12:30:00 AM","SAN DIEGO","1526483-35A","Drug/Narcotic Violations","SAN DIEGO","92121","10900  BLOCK  SUNNY MESA ROAD","false"
"1517895","2022 Dec 26 07:58:45 PM","SAN DIEGO","1517895-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1502474","2022 Nov 30 04:00:00 PM","SAN DIEGO","1502474-370","Pornography/Obscene Material","SAN DIEGO","92037","6300  BLOCK  CALLE MAJORCA","false"
"1571478","2022 Dec 20 02:40:00 AM","SAN DIEGO","1571478-35A","Drug/Narcotic Violations","SAN DIEGO","92037","IVANHOE AVENUE / PROSPECT STREET","false"
"1513966","2022 Dec 23 08:29:19 AM","SAN DIEGO","1513966-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8600  BLOCK  GENESEE AVENUE","false"
"1490266","2022 Dec 02 01:30:31 PM","SAN DIEGO","1490266-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
